출원번호,초록,메인 ipc코드,서브 ipc코드1,서브 ipc코드2,메인 ipc코드
1.01995E+12,"1. 청구범위에 기재된 발명이 속하는 기술분야 자동판매기2. 발명이 해결하려고 하는 기술적 과제자유낙하방식 캔랙크의 문제점을 해결하기 위한 것임.3. 발명의 해결방법의 요지상품을 다단으로 적재하여 상부의 일측으로 투출되도록 한 상품적재부(20)와; 상기 상품적재부(30)의 적재공간을 따라 수직으로 상승하여 적재된 상품을 상부로 이동시키고 적재된 상품의 상승이 완료되면 하강하는 승강부(30)와; 상품선택신호에 따라 상기 승강부(30)에 동력을 전달하여 소정높이 상승시키고, 적재된 상품의 투출이 완료되면 역방향으로 동력을 전달하여 승강부(30)를 복귀시키는 동력전달부(40)를 구성하여 이루어지는 것이다.4. 발명의 중요한 용도자동판매기의 상품투출창지m 선 택 토 제 1도 및 제2도",G07F,,,
1.01996E+12,"본 발명은 열교환부나 팬에 대한 부하를 증대시킴이 없이 상품을 효율 좋게 냉각 또는 가온할 수 있는 자동판매기의 덕트 장치를 제공하는 것을 그 목적으로 한다.  이를 위하여, 상품 수납고(5) 내의 후방벽(5a)을 따라 상하 방향으로 연장된 고내 덕트(11)를 갖추고, 고내 덕트(11)에 의해 상품 컬럼(6)을 통과한 순환 공기를 열교환부(9, 10)까지 안내하도록 된 자동판매기의 덕트 장치에 있어서, 고내 덕트(11)는 상단부에 개구된 제1흡기구(23)와, 상하 방향의 거의 중간부에 개구된 제2흡기구(24)와, 하단부에 개구되어 열교환부(9, 10)에 직결되는 배기구(25)를 갖고 있다.",G07F,,,
1.01997E+12,"본 발명에 따른 금전등록기의 자동판매기 관리방법은 일정 시간마다 자동판매기의 메모리에 저장된 판매데이터를 일괄수신하여 메모리에 저장하고, 또한 프린터 및 표시부를 통해 표시한다.따라서, 본 발명에 따른 금전등록기의 자동판매기 관리방법에 의하여 관리자가 직접 자동판매기가 설치된 장소에 일일이 가서 확인하지 않더라도 한곳에서 각기 다른 장소에 설치된 자동판매기의 판매관리를 수행함으로써 신속하고 효율적인 자동판매기의 판매관리가 가능한 효과를 얻을 수 있다.",G06Q,,,
1.01997E+12,"수화물과 같은 아이템을 위한 자동 로커 장치는 쇄정/해제 수단 및 화물 아이템(19)을 관통하는 고정부재(7)를 지니는 적어도 하나의 모듈을 포함하며, 상기 고정부재(7)의 일단부 또는 작용단부는 상기 쇄정/해제 수단에 체결가능하며, 상기 쇄정/해제 수단은 키이(21)에 의해 작동된 쇄정구(15)에 의해 작동가능하다. 상기 장치는 고정부재(7)의 타단부 또는 부착 단부가 하우징(3) 부분을 형성하는 지지부재(5)에 체결되는 것을 특징으로 한다.",G07F,,,
1.01997E+12,"본 발명은 캔등과 같은 상품을 자동판매하는 자동판매기에 있어서 상품을 저장하여 지지하는 자동판매기의 상품랙크에 관한 것으로써, 특히 외관을 형성시키는 본체에 다수의 상품을 저장지지하여 캔 혹은 페트병 등을 자동판매하는 자동판매기의 상품랙크에 있어서, 상기 본체의 양측면에 각각 고착되며 일면에는 다수의 캔 혹은 페트병을 저장하여 지지할 수 있도록 상하방향의 나선형상으로 연속되어서 돌설된 다수개 가이드돌기가 돌출된 측판부재와, 상기 측판부재의 사이에 캔 혹은 페트병의 높이에 적합하도록 다수개 장착되며 양면에는 캔 혹은 페트병의 흐름을 가이드하도록 상하방향의 나선형상으로 연속된 다수의 가이드돌기가 돌출된 다수의 중간격벽부재로 이루어진 자동판매기의 상품랙크에 관한 것으로, 콤팩트한 형상의 측판부재와 중간격벽부재에 의해 다수의 상품을 저장지지할 수 있으므로 제작시에 제조코스트를 다운시키고 생산성을 향상시킬 수 있는 것은 물론이고, 측판부재 및 중간격벽부재에 뚜껑수용홈이 형성되어 동일 용량의 캔 및 페트병을 호환성있게 저장지지하여 사용의 편리성을 배가시킬 수 있다는 효과가 있다.",G07F,G06Q,,
1.01998E+12,"네트워크 내에서 행해지는 상거래에 개재하는 센터 사이트를 설치한다.  센터 사이트는 네트워크에 접속하는 회원 사이트로부터 수령한 공개 거래 정보를 축적하고, 각 사이트에 공개하기 위한 공개 거래 정보 데이타 베이스와 사이트 간에서의 거래에 기초하는 계약 내용을 유지하는 공증 데이타 베이스를 갖는다.  센터 사이트는 공개 거래 정보에 기초하여 거래 상대 사이트로부터 거래 신청을 수령하고, 해당하는 정보 제공원 사이트에 통지한다.  또한, 이 결과로서 행해지는 정보 제공원 사이트와 거래 상대 사이트 간의 거래에 개재하고, 거래 결과 교환된 계약 내용에 대해 공증 수속을 취해 공증 데이타 베이스에 축적한다.",G06Q,,,
1.02E+12,"본 발명은 얼음을 넣은 음료, 커피, 캔등을 판매하는 자동판매기의 제어회로에 관한 것으로, 더욱 상세하게는 네트워크(인터넷) 통신망이나, 무선통신망을 통하여 자동판매기의 매출액, 물품잔량 또는 도난 방지를 파악할 수 있도록 한 자동판매기의 제어 통신망 회로에 관한 것이다.자동판매기, 컴퓨터, 통신단말기, 제어회로, 서버",G07D,,,
1.02009E+12,"본 발명은 품목 출처 및 취급 정보를 모니터링하기 위한 방법에 관한 것이다.  본 발명은 제품 또는 품목의 출처 및 취급 이력을 추적 및 규명하기 위한 디바이스를 제공한다.  본 발명은 예를 들어 포장하고, 유통하고, 선적하는 제품, 또는 제품 신선도의 더 양호한 품질을 원하거나 바람직하지 않은 환경 온도와 같은 사전선택된 조건에 노출된 제품의 유통 금지 혹은 제거를 원하는 콜드 체인 유통을 요구하거나 이용하는 제품에 적용할 수도 있다.출처, 취급, 이력, 추적, 규명, 환경 온도",G01K,,,
1.02001E+12,"            본 발명은 연속계량기에서 수송물의 단위중량을 검출하는 장치에 관한 것이다. 본 발명은 벨트(103)의 하부면과 외주면이 접하는 웨잉롤러(104)의 좌우양단에 회전가능하게 조립되는 브라켓(12)의 일단에 일체로 설치되는 상부피봇(11)과, 상기 상부피봇(11)과 수직,수평플레이트(15)(16)를 매개로 하여 조립되고, 지지대(14)상에 고정설치되는 하부피봇(13)을 갖추어 수송물의 무게측정시 지점역활을 하는 피봇부(10);상기 브라켓(12)의 타단에 수직설치되어 하단이 로드쉘(106)과 간섭하는 레버축(31)과, 상기 레버축(31)이 간섭없이 통과되는 관통공(35)을 상부면에 형성하고, 상기 로드쉘(106)이 내부에 설치되며, 상기 지지대(14)상에 고정설치되는 하우징(33)을 갖추어 수송물의 힘을 전달하는 전달부(30)를 포함하여,  벨트상에 적재되어 일방향 이동하는 수송물이 벨트구동에 따른 수평방향의 힘이나 좌우뒤틀림의 힘에 영향을 받지 않고, 정확한 무게측정이 가능한 수직방향의 힘만을 측정할수 있으며, 분진, 계절변화에 영향을 받지 않아 정밀도를 향상시킬수 있는 효과가 얻어진다.                                                     벨트콘베어, 연속계량기, 상,하부피봇, 수직,수평플레이트, 레버축                    ",G01G,,,
1.02013E+12,"본 발명에 따르면, 제한 구역에 접근하기 위한 승객 및 수하물 검사 장비가 제공되는데, 상기 검사 장비는: 휴대가능한 수하물의 내용물을 검사하기 위한 기계장치, 바람직하게는 엑스레이 기계; 승객들이 금속 물건을 지니고 있는 지를 탐지하기 위한 워크스루 게이트 디텍터; 엑스레이 기계의 입구에 배열된, 승객의 수하물 및 개인 물건들을 담는 트레이를 운반하기 위한 진입 컨베이어; 엑스레이 기계의 출구에 배열된, 승객의 수하물 및 개인 물건들을 담는 트레이를 수거하기 위한 수거 컨베이어; 의심쩍은 물건들을 담고 있는 트레이들을 재안내하기 위해 트레이의 수거 컨베이어에 대해 평행하게 배열된 2차 컨베이어를 포함하며, 상기 워크스루 게이트 디텍터는 진입 컨베이어에 접근하여 승객 검사 영역을 형성하기 위해 엑스레이 기계 앞에까지 이동된다.",G07C,,,
1.02007E+12,"본 발명은 종이매체 이송장치 및 이를 구비한 금융자동화기기에 관한 것으로, 종이매체의 진행 방향 일측에 형성되며, 상기 종이매체의 진행 방향을 따라 고점 및 저점이 나타나는 가이드면을 구비한 매체 가이드부; 및 상기 매체 가이드부와 함께 상기 종이 매체의 이송 경로를 형성하며, 상기 종이 매체를 이송시키는 매체 이송부;를 구비하되, 상기 매체 이송부는 상기 가이드면에 대응하도록 굴곡 형성된 벨트 부재; 및 상기 벨트 부재를 구동시키며 상기 벨트 부재의 굴곡된 형상을 유지하거나 장력을 부가하는 벨트 롤러;를 포함하여, 평평한 이송 경로에 비하여 협지력을 높일 수 있는 종이매체 이송장치 및 이를 구비한 금융자동화기기를 제공한다.매체 가이드부, 매체 이송부",G07D,,,
1.01995E+12,"1. 청구범위에 기재된 발명이 속한 기술분야본발명은 나선형의 상품수납컬럼에 관한 것이다.2. 발명이 해결하려고하는 기술적 과제본발명은 상품의 대소에 관계없이 상품을 일정한 자세로 불출할 수가있는 자동판매기의 상품수납컬럼을 제공하는 것을 그 목적으로하고 있다.3. 발명의 해결방법의 요지저면부에 상품(A)의 불출구(5)를 형성한 상자체(2)와 상자체(2)내에 수납되고 연직축선주위에 회전하는 나선형부재(3)를 구비하고 나선형부재(3)의 간격에 삽입충전한 상품(A)을 상자체(2)의 내면에의해 회전을 규제한 상태에서 나선형부재(3)를 회전시키므로서 그 최하위의것으로부터 불출하도록한 자동판매기의 상품수납컬럼에 있어서, 나선형부재(3)의 하단편면부(8a)를 직경방향의 외측으로 뻗어설치한 것을 특징으로하는 자동판매기의 상품수납컬럼이다.4. 발명의 중요한용도본발명은 상자포장한 냉동식품등을 수납판매하는 나선형의 상품수납컬럼에 관한 것이다.",G07F,,,
1.02003E+12,"                            본 발명은 컨테이너 전용부두에서 컨테이너를 선적하거나 하역하는 컨테이너 크레인과 그 컨테이너를 운반하는 야드 트랙터 간에 정보를 처리하여 컨테이너의 크기에 따라 야드 트랙터의 정확한 정차위치를 지시하는 시스템 및 방법에 관한 것이다. 종래에는 컨테이너 전용부두의 특성상 물동량 처리가 24시간, 365일 진행되어야 생산성이 극대화 되므로 정차위치 지시 작업자의 많은 교대 인원이 필요하고 야간작업이나 악천후 시 안전사고의 우려가 높다. 본 발명은 컨테이너 전용부두의 야드 트랙터 정차위치 지시자 없이 야드 트랙터 운전자의 간단한 사전 조작만으로도 야드 트랙터가 정차해야 할 위치를 운전자가 운전 중 확인하기 쉬운 간단한 방법으로 지시한다. 따라서, 인력의 낭비가 감소되고, 비용이 절감되며, 작업장의 안전사고가 방지되고, 물동량 처리시간이 단축되어 컨테이너 전용부두 운영의 생산성이 극대화되는 효과가 있다. 또한 특정 야드 트랙터의 작업 관리가 용이하여 전체 야드 트랙터의 운영을 보다 효과적으로 할 수 있다.                                                            ",G08G,,,
1.01998E+12,"본 발명은 자동판매기의 구동제어장치 및 방법에 관한 것으로, 이용자가 돈을 투입하고 상품을 선택하면 선택된 상품이 상품적재수단으로부터 투출된 다음, 상품이송수단에 의해 이용자가 꺼내기 용이한 위치로 이송됨으로써, 상체를 굽히는 불편함이 없이도 투출된 상품을 꺼낼 수 있어 그 이용이 편리해지도록 한 것이다.",G07F,G06Q,,
